reg_date,local_name,fuel_name,car_type,car_num
2019-01-01,동대문구,CNG,승용,14.0
2019-01-01,동대문구,경유,승용,24134.0
2019-01-01,동대문구,기타연료,승용,3.0
2019-01-01,동대문구,수소,승용,2.0
2019-01-01,동대문구,엘피지,승용,7754.0
2019-01-01,동대문구,전기,승용,103.0
2019-01-01,동대문구,하이브리드,승용,1773.0
2019-01-01,동대문구,휘발유,승용,47407.0
2019-01-01,동작구,CNG,승용,15.0
2019-01-01,동작구,경유,승용,25833.0
2019-01-01,동작구,기타연료,승용,2.0
2019-01-01,동작구,수소,승용,1.0
2019-01-01,동작구,엘피지,승용,6849.0
2019-01-01,동작구,전기,승용,153.0
2019-01-01,동작구,하이브리드,승용,2766.0
2019-01-01,동작구,휘발유,승용,57761.0
2019-01-01,마포구,CNG,승용,25.0
2019-01-01,마포구,경유,승용,28543.0
2019-01-01,마포구,기타연료,승용,2.0
2019-01-01,마포구,수소,승용,2.0
2019-01-01,마포구,엘피지,승용,7665.0
2019-01-01,마포구,전기,승용,217.0
2019-01-01,마포구,하이브리드,승용,2900.0
2019-01-01,마포구,휘발유,승용,61823.0
2019-01-01,서대문구,CNG,승용,14.0
2019-01-01,서대문구,경유,승용,20518.0
2019-01-01,서대문구,기타연료,승용,2.0
2019-01-01,서대문구,수소,승용,3.0
2019-01-01,서대문구,엘피지,승용,7218.0
2019-01-01,서대문구,전기,승용,129.0
2019-01-01,서대문구,하이브리드,승용,1941.0
2019-01-01,서대문구,휘발유,승용,44916.0
2019-01-01,서초구,CNG,승용,32.0
2019-01-01,서초구,경유,승용,41852.0
2019-01-01,서초구,기타연료,승용,7.0
2019-01-01,서초구,수소,승용,20.0
2019-01-01,서초구,엘피지,승용,6722.0
2019-01-01,서초구,전기,승용,665.0
2019-01-01,서초구,하이브리드,승용,6360.0
2019-01-01,서초구,휘발유,승용,103890.0
2019-01-01,성동구,CNG,승용,19.0
2019-01-01,성동구,경유,승용,27028.0
2019-01-01,성동구,기타연료,승용,2.0
2019-01-01,성동구,수소,승용,3.0
2019-01-01,성동구,엘피지,승용,7520.0
2019-01-01,성동구,전기,승용,443.0
2019-01-01,성동구,하이브리드,승용,2424.0
2019-01-01,성동구,휘발유,승용,52902.0
2019-01-01,성북구,CNG,승용,22.0
2019-01-01,성북구,경유,승용,29541.0
2019-01-01,성북구,기타연료,승용,3.0
2019-01-01,성북구,수소,승용,2.0
2019-01-01,성북구,엘피지,승용,8800.0
2019-01-01,성북구,전기,승용,154.0
2019-01-01,성북구,하이브리드,승용,2397.0
2019-01-01,성북구,휘발유,승용,59202.0
2019-01-01,송파구,CNG,승용,61.0
2019-01-01,송파구,경유,승용,55239.0
2019-01-01,송파구,기타연료,승용,2.0
2019-01-01,송파구,수소,승용,4.0
2019-01-01,송파구,엘피지,승용,15370.0
2019-01-01,송파구,전기,승용,341.0
2019-01-01,송파구,하이브리드,승용,6140.0
2019-01-01,송파구,휘발유,승용,125974.0
2019-01-01,양천구,CNG,승용,22.0
2019-01-01,양천구,경유,승용,35310.0
2019-01-01,양천구,기타연료,승용,2.0
2019-01-01,양천구,수소,승용,1.0
2019-01-01,양천구,엘피지,승용,12749.0
2019-01-01,양천구,전기,승용,197.0
2019-01-01,양천구,하이브리드,승용,3227.0
2019-01-01,양천구,휘발유,승용,77685.0
2019-01-01,영등포구,CNG,승용,12.0
2019-01-01,영등포구,경유,승용,34671.0
2019-01-01,영등포구,기타연료,승용,4.0
2019-01-01,영등포구,수소,승용,3.0
2019-01-01,영등포구,엘피지,승용,8790.0
2019-01-01,영등포구,전기,승용,653.0
2019-01-01,영등포구,하이브리드,승용,3583.0
2019-01-01,영등포구,휘발유,승용,69722.0
2019-01-01,용산구,CNG,승용,3.0
2019-01-01,용산구,경유,승용,18620.0
2019-01-01,용산구,기타연료,승용,213.0
2019-01-01,용산구,엘피지,승용,3371.0
2019-01-01,용산구,전기,승용,199.0
2019-01-01,용산구,하이브리드,승용,1868.0
2019-01-01,용산구,휘발유,승용,43466.0
2019-01-01,은평구,CNG,승용,19.0
2019-01-01,은평구,경유,승용,30913.0
2019-01-01,은평구,기타연료,승용,2.0
2019-01-01,은평구,수소,승용,2.0
2019-01-01,은평구,엘피지,승용,11838.0
2019-01-01,은평구,전기,승용,157.0
2019-01-01,은평구,하이브리드,승용,2531.0
2019-01-01,은평구,휘발유,승용,65474.0
2019-01-01,종로구,CNG,승용,6.0
2019-01-01,종로구,경유,승용,11109.0
2019-01-01,종로구,기타연료,승용,2.0
2019-01-01,종로구,수소,승용,6.0
2019-01-01,종로구,엘피지,승용,1959.0
2019-01-01,종로구,전기,승용,127.0
2019-01-01,종로구,하이브리드,승용,1317.0
2019-01-01,종로구,휘발유,승용,26697.0
2019-01-01,중구,CNG,승용,9.0
2019-01-01,중구,경유,승용,12590.0
2019-01-01,중구,기타연료,승용,4.0
2019-01-01,중구,수소,승용,3.0
2019-01-01,중구,엘피지,승용,2337.0
2019-01-01,중구,전기,승용,204.0
2019-01-01,중구,하이브리드,승용,1287.0
2019-01-01,중구,휘발유,승용,24638.0
2019-01-01,중랑구,CNG,승용,23.0
2019-01-01,중랑구,경유,승용,27428.0
2019-01-01,중랑구,기타연료,승용,2.0
2019-01-01,중랑구,엘피지,승용,12576.0
2019-01-01,중랑구,전기,승용,124.0
2019-01-01,중랑구,하이브리드,승용,1686.0
2019-01-01,중랑구,휘발유,승용,51365.0
2019-02-01,강남구,CNG,승용,54.0
2019-02-01,강남구,경유,승용,53202.0
2019-02-01,강남구,기타연료,승용,14.0
2019-02-01,강남구,수소,승용,21.0
2019-02-01,강남구,엘피지,승용,10568.0
2019-02-01,강남구,전기,승용,4259.0
2019-02-01,강남구,하이브리드,승용,10062.0
2019-02-01,강남구,휘발유,승용,133500.0
2019-02-01,강동구,CNG,승용,39.0
2019-02-01,강동구,경유,승용,31911.0
2019-02-01,강동구,기타연료,승용,5.0
2019-02-01,강동구,수소,승용,3.0
2019-02-01,강동구,엘피지,승용,12959.0
2019-02-01,강동구,전기,승용,173.0
2019-02-01,강동구,하이브리드,승용,3023.0
2019-02-01,강동구,휘발유,승용,66975.0
2019-02-01,강북구,CNG,승용,13.0
2019-02-01,강북구,경유,승용,18677.0
2019-02-01,강북구,기타연료,승용,1.0
2019-02-01,강북구,수소,승용,1.0
2019-02-01,강북구,엘피지,승용,7815.0
2019-02-01,강북구,전기,승용,87.0
2019-02-01,강북구,하이브리드,승용,1196.0
2019-02-01,강북구,휘발유,승용,36012.0
2019-02-01,강서구,CNG,승용,49.0
2019-02-01,강서구,경유,승용,47898.0
2019-02-01,강서구,기타연료,승용,4.0
2019-02-01,강서구,수소,승용,2.0
2019-02-01,강서구,엘피지,승용,19911.0
2019-02-01,강서구,전기,승용,275.0
2019-02-01,강서구,하이브리드,승용,6917.0
2019-02-01,강서구,휘발유,승용,98800.0
2019-02-01,관악구,CNG,승용,27.0
2019-02-01,관악구,경유,승용,29303.0
2019-02-01,관악구,기타연료,승용,0.0
2019-02-01,관악구,수소,승용,1.0
2019-02-01,관악구,엘피지,승용,10067.0
2019-02-01,관악구,전기,승용,148.0
2019-02-01,관악구,하이브리드,승용,2625.0
2019-02-01,관악구,휘발유,승용,61370.0
2019-02-01,광진구,CNG,승용,15.0
2019-02-01,광진구,경유,승용,24445.0
2019-02-01,광진구,기타연료,승용,0.0
2019-02-01,광진구,수소,승용,1.0
2019-02-01,광진구,엘피지,승용,7243.0
2019-02-01,광진구,전기,승용,126.0
2019-02-01,광진구,하이브리드,승용,2144.0
2019-02-01,광진구,휘발유,승용,49978.0
2019-02-01,구로구,CNG,승용,30.0
2019-02-01,구로구,경유,승용,35894.0
2019-02-01,구로구,기타연료,승용,0.0
2019-02-01,구로구,수소,승용,3.0
2019-02-01,구로구,엘피지,승용,13456.0
2019-02-01,구로구,전기,승용,172.0
2019-02-01,구로구,하이브리드,승용,2783.0
2019-02-01,구로구,휘발유,승용,67972.0
2019-02-01,금천구,CNG,승용,18.0
2019-02-01,금천구,경유,승용,21720.0
2019-02-01,금천구,기타연료,승용,1.0
2019-02-01,금천구,수소,승용,1.0
2019-02-01,금천구,엘피지,승용,6852.0
2019-02-01,금천구,전기,승용,129.0
2019-02-01,금천구,하이브리드,승용,1515.0
2019-02-01,금천구,휘발유,승용,39102.0
2019-02-01,노원구,CNG,승용,35.0
2019-02-01,노원구,경유,승용,37077.0
2019-02-01,노원구,기타연료,승용,2.0
2019-02-01,노원구,수소,승용,1.0
2019-02-01,노원구,엘피지,승용,16212.0
2019-02-01,노원구,전기,승용,166.0
2019-02-01,노원구,하이브리드,승용,3015.0
2019-02-01,노원구,휘발유,승용,77522.0
2019-02-01,도봉구,CNG,승용,19.0
2019-02-01,도봉구,경유,승용,22879.0
2019-02-01,도봉구,기타연료,승용,1.0
2019-02-01,도봉구,엘피지,승용,11097.0
2019-02-01,도봉구,전기,승용,123.0
2019-02-01,도봉구,하이브리드,승용,1636.0
2019-02-01,도봉구,휘발유,승용,46388.0
2019-02-01,동대문구,CNG,승용,14.0
2019-02-01,동대문구,경유,승용,24150.0
2019-02-01,동대문구,기타연료,승용,3.0
2019-02-01,동대문구,수소,승용,3.0
2019-02-01,동대문구,엘피지,승용,7689.0
2019-02-01,동대문구,전기,승용,105.0
2019-02-01,동대문구,하이브리드,승용,1789.0
2019-02-01,동대문구,휘발유,승용,47468.0
2019-02-01,동작구,CNG,승용,15.0
2019-02-01,동작구,경유,승용,25864.0
2019-02-01,동작구,기타연료,승용,2.0
2019-02-01,동작구,수소,승용,1.0
2019-02-01,동작구,엘피지,승용,6833.0
2019-02-01,동작구,전기,승용,155.0
2019-02-01,동작구,하이브리드,승용,2823.0
2019-02-01,동작구,휘발유,승용,57925.0
2019-02-01,마포구,CNG,승용,24.0
2019-02-01,마포구,경유,승용,28524.0
2019-02-01,마포구,기타연료,승용,2.0
2019-02-01,마포구,수소,승용,5.0
2019-02-01,마포구,엘피지,승용,7629.0
2019-02-01,마포구,전기,승용,216.0
2019-02-01,마포구,하이브리드,승용,2955.0
2019-02-01,마포구,휘발유,승용,61813.0
2019-02-01,서대문구,CNG,승용,15.0
2019-02-01,서대문구,경유,승용,20573.0
2019-02-01,서대문구,기타연료,승용,2.0
2019-02-01,서대문구,수소,승용,3.0
2019-02-01,서대문구,엘피지,승용,7236.0
2019-02-01,서대문구,전기,승용,129.0
2019-02-01,서대문구,하이브리드,승용,1981.0
2019-02-01,서대문구,휘발유,승용,45117.0
2019-02-01,서초구,CNG,승용,32.0
2019-02-01,서초구,경유,승용,41988.0
2019-02-01,서초구,기타연료,승용,7.0
2019-02-01,서초구,수소,승용,22.0
2019-02-01,서초구,엘피지,승용,6687.0
2019-02-01,서초구,전기,승용,670.0
2019-02-01,서초구,하이브리드,승용,6442.0
2019-02-01,서초구,휘발유,승용,103778.0
2019-02-01,성동구,CNG,승용,20.0
2019-02-01,성동구,경유,승용,26870.0
2019-02-01,성동구,기타연료,승용,2.0
2019-02-01,성동구,수소,승용,4.0
2019-02-01,성동구,엘피지,승용,7503.0
2019-02-01,성동구,전기,승용,463.0
2019-02-01,성동구,하이브리드,승용,2457.0
2019-02-01,성동구,휘발유,승용,52562.0
2019-02-01,성북구,CNG,승용,21.0
2019-02-01,성북구,경유,승용,29519.0
2019-02-01,성북구,기타연료,승용,3.0
2019-02-01,성북구,수소,승용,2.0
2019-02-01,성북구,엘피지,승용,8775.0
2019-02-01,성북구,전기,승용,151.0
2019-02-01,성북구,하이브리드,승용,2443.0
2019-02-01,성북구,휘발유,승용,59231.0
2019-02-01,송파구,CNG,승용,61.0
2019-02-01,송파구,경유,승용,55750.0
2019-02-01,송파구,기타연료,승용,2.0
2019-02-01,송파구,수소,승용,7.0
2019-02-01,송파구,엘피지,승용,15352.0
2019-02-01,송파구,전기,승용,346.0
2019-02-01,송파구,하이브리드,승용,6318.0
2019-02-01,송파구,휘발유,승용,126998.0
2019-02-01,양천구,CNG,승용,22.0
2019-02-01,양천구,경유,승용,35265.0
2019-02-01,양천구,기타연료,승용,2.0
2019-02-01,양천구,수소,승용,2.0
2019-02-01,양천구,엘피지,승용,12700.0
2019-02-01,양천구,전기,승용,199.0
2019-02-01,양천구,하이브리드,승용,3259.0
2019-02-01,양천구,휘발유,승용,77672.0
2019-02-01,영등포구,CNG,승용,12.0
2019-02-01,영등포구,경유,승용,34428.0
2019-02-01,영등포구,기타연료,승용,4.0
2019-02-01,영등포구,수소,승용,5.0
2019-02-01,영등포구,엘피지,승용,8763.0
2019-02-01,영등포구,전기,승용,677.0
2019-02-01,영등포구,하이브리드,승용,3590.0
2019-02-01,영등포구,휘발유,승용,69470.0
2019-02-01,용산구,CNG,승용,3.0
2019-02-01,용산구,경유,승용,18621.0
2019-02-01,용산구,기타연료,승용,206.0
2019-02-01,용산구,수소,승용,2.0
2019-02-01,용산구,엘피지,승용,3288.0
2019-02-01,용산구,전기,승용,200.0
2019-02-01,용산구,하이브리드,승용,1893.0
2019-02-01,용산구,휘발유,승용,43319.0
2019-02-01,은평구,CNG,승용,19.0
2019-02-01,은평구,경유,승용,31000.0
2019-02-01,은평구,기타연료,승용,2.0
2019-02-01,은평구,수소,승용,4.0
2019-02-01,은평구,엘피지,승용,11807.0
2019-02-01,은평구,전기,승용,154.0
2019-02-01,은평구,하이브리드,승용,2579.0
2019-02-01,은평구,휘발유,승용,65684.0
2019-02-01,종로구,CNG,승용,6.0
2019-02-01,종로구,경유,승용,11087.0
2019-02-01,종로구,기타연료,승용,2.0
2019-02-01,종로구,수소,승용,6.0
2019-02-01,종로구,엘피지,승용,1940.0
2019-02-01,종로구,전기,승용,131.0
2019-02-01,종로구,하이브리드,승용,1335.0
2019-02-01,종로구,휘발유,승용,26664.0
2019-02-01,중구,CNG,승용,9.0
2019-02-01,중구,경유,승용,12618.0
2019-02-01,중구,기타연료,승용,4.0
2019-02-01,중구,수소,승용,3.0
2019-02-01,중구,엘피지,승용,2317.0
2019-02-01,중구,전기,승용,210.0
2019-02-01,중구,하이브리드,승용,1306.0
2019-02-01,중구,휘발유,승용,24642.0
2019-02-01,중랑구,CNG,승용,23.0
2019-02-01,중랑구,경유,승용,27442.0
2019-02-01,중랑구,기타연료,승용,2.0
2019-02-01,중랑구,수소,승용,1.0
2019-02-01,중랑구,엘피지,승용,12561.0
2019-02-01,중랑구,전기,승용,125.0
2019-02-01,중랑구,하이브리드,승용,1691.0
2019-02-01,중랑구,휘발유,승용,51371.0
2019-03-01,강남구,CNG,승용,48.0
2019-03-01,강남구,경유,승용,53055.0
2019-03-01,강남구,기타연료,승용,14.0
2019-03-01,강남구,수소,승용,23.0
2019-03-01,강남구,엘피지,승용,10520.0
2019-03-01,강남구,전기,승용,4304.0
2019-03-01,강남구,하이브리드,승용,10272.0
2019-03-01,강남구,휘발유,승용,133277.0
2019-03-01,강동구,CNG,승용,40.0
2019-03-01,강동구,경유,승용,31670.0
2019-03-01,강동구,기타연료,승용,5.0
2019-03-01,강동구,수소,승용,3.0
2019-03-01,강동구,엘피지,승용,12925.0
2019-03-01,강동구,전기,승용,179.0
2019-03-01,강동구,하이브리드,승용,3073.0
2019-03-01,강동구,휘발유,승용,66907.0
2019-03-01,강북구,CNG,승용,13.0
2019-03-01,강북구,경유,승용,18503.0
2019-03-01,강북구,기타연료,승용,1.0
2019-03-01,강북구,수소,승용,1.0
2019-03-01,강북구,엘피지,승용,7759.0
2019-03-01,강북구,전기,승용,88.0
2019-03-01,강북구,하이브리드,승용,1210.0
2019-03-01,강북구,휘발유,승용,36065.0
2019-03-01,강서구,CNG,승용,46.0
2019-03-01,강서구,경유,승용,47776.0
2019-03-01,강서구,기타연료,승용,4.0
2019-03-01,강서구,수소,승용,3.0
2019-03-01,강서구,엘피지,승용,19973.0
2019-03-01,강서구,전기,승용,278.0
2019-03-01,강서구,하이브리드,승용,7023.0
2019-03-01,강서구,휘발유,승용,98739.0
2019-03-01,관악구,CNG,승용,27.0
2019-03-01,관악구,경유,승용,29151.0
2019-03-01,관악구,기타연료,승용,0.0
2019-03-01,관악구,수소,승용,2.0
2019-03-01,관악구,엘피지,승용,10008.0
2019-03-01,관악구,전기,승용,153.0
2019-03-01,관악구,하이브리드,승용,2637.0
2019-03-01,관악구,휘발유,승용,61314.0
2019-03-01,광진구,CNG,승용,15.0
2019-03-01,광진구,경유,승용,24342.0
2019-03-01,광진구,기타연료,승용,0.0
2019-03-01,광진구,수소,승용,2.0
2019-03-01,광진구,엘피지,승용,7122.0
2019-03-01,광진구,전기,승용,137.0
2019-03-01,광진구,하이브리드,승용,2183.0
2019-03-01,광진구,휘발유,승용,49956.0
2019-03-01,구로구,CNG,승용,31.0
2019-03-01,구로구,경유,승용,35748.0
2019-03-01,구로구,기타연료,승용,0.0
2019-03-01,구로구,수소,승용,4.0
2019-03-01,구로구,엘피지,승용,13405.0
2019-03-01,구로구,전기,승용,174.0
2019-03-01,구로구,하이브리드,승용,2844.0
2019-03-01,구로구,휘발유,승용,68110.0
2019-03-01,금천구,CNG,승용,19.0
2019-03-01,금천구,경유,승용,21642.0
2019-03-01,금천구,기타연료,승용,1.0
2019-03-01,금천구,수소,승용,1.0
2019-03-01,금천구,엘피지,승용,6837.0
2019-03-01,금천구,전기,승용,128.0
2019-03-01,금천구,하이브리드,승용,1538.0
2019-03-01,금천구,휘발유,승용,39096.0
2019-03-01,노원구,CNG,승용,35.0
2019-03-01,노원구,경유,승용,36892.0
2019-03-01,노원구,기타연료,승용,2.0
2019-03-01,노원구,수소,승용,1.0
2019-03-01,노원구,엘피지,승용,16183.0
2019-03-01,노원구,전기,승용,177.0
2019-03-01,노원구,하이브리드,승용,3087.0
2019-03-01,노원구,휘발유,승용,77541.0
2019-03-01,도봉구,CNG,승용,18.0
2019-03-01,도봉구,경유,승용,22780.0
2019-03-01,도봉구,기타연료,승용,1.0
2019-03-01,도봉구,수소,승용,2.0
2019-03-01,도봉구,엘피지,승용,11074.0
2019-03-01,도봉구,전기,승용,125.0
2019-03-01,도봉구,하이브리드,승용,1673.0
2019-03-01,도봉구,휘발유,승용,46391.0
2019-03-01,동대문구,CNG,승용,14.0
2019-03-01,동대문구,경유,승용,24028.0
2019-03-01,동대문구,기타연료,승용,3.0
2019-03-01,동대문구,수소,승용,3.0
2019-03-01,동대문구,엘피지,승용,7652.0
2019-03-01,동대문구,전기,승용,107.0
2019-03-01,동대문구,하이브리드,승용,1827.0
2019-03-01,동대문구,휘발유,승용,47430.0
2019-03-01,동작구,CNG,승용,16.0
2019-03-01,동작구,경유,승용,25784.0
2019-03-01,동작구,기타연료,승용,2.0
2019-03-01,동작구,수소,승용,3.0
2019-03-01,동작구,엘피지,승용,6823.0
2019-03-01,동작구,전기,승용,168.0
2019-03-01,동작구,하이브리드,승용,2860.0
2019-03-01,동작구,휘발유,승용,57941.0
2019-03-01,마포구,CNG,승용,25.0
2019-03-01,마포구,경유,승용,28481.0
2019-03-01,마포구,기타연료,승용,2.0
2019-03-01,마포구,수소,승용,5.0
2019-03-01,마포구,엘피지,승용,7631.0
2019-03-01,마포구,전기,승용,227.0
2019-03-01,마포구,하이브리드,승용,3010.0
2019-03-01,마포구,휘발유,승용,61687.0
2019-03-01,서대문구,CNG,승용,15.0
2019-03-01,서대문구,경유,승용,20522.0
2019-03-01,서대문구,기타연료,승용,2.0
2019-03-01,서대문구,수소,승용,5.0
2019-03-01,서대문구,엘피지,승용,7251.0
2019-03-01,서대문구,전기,승용,136.0
2019-03-01,서대문구,하이브리드,승용,2016.0
2019-03-01,서대문구,휘발유,승용,45179.0
2019-03-01,서초구,CNG,승용,32.0
2019-03-01,서초구,경유,승용,41878.0
2019-03-01,서초구,기타연료,승용,7.0
2019-03-01,서초구,수소,승용,25.0
2019-03-01,서초구,엘피지,승용,6832.0
2019-03-01,서초구,전기,승용,700.0
2019-03-01,서초구,하이브리드,승용,6543.0
2019-03-01,서초구,휘발유,승용,103609.0
2019-03-01,성동구,CNG,승용,20.0
2019-03-01,성동구,경유,승용,26753.0
2019-03-01,성동구,기타연료,승용,2.0
2019-03-01,성동구,수소,승용,4.0
2019-03-01,성동구,엘피지,승용,7391.0
2019-03-01,성동구,전기,승용,491.0
2019-03-01,성동구,하이브리드,승용,2477.0
2019-03-01,성동구,휘발유,승용,52287.0
2019-03-01,성북구,CNG,승용,23.0
2019-03-01,성북구,경유,승용,29662.0
2019-03-01,성북구,기타연료,승용,3.0
2019-03-01,성북구,수소,승용,2.0
2019-03-01,성북구,엘피지,승용,8760.0
2019-03-01,성북구,전기,승용,161.0
2019-03-01,성북구,하이브리드,승용,2501.0
2019-03-01,성북구,휘발유,승용,59776.0
2019-03-01,송파구,CNG,승용,61.0
2019-03-01,송파구,경유,승용,55763.0
2019-03-01,송파구,기타연료,승용,2.0
2019-03-01,송파구,수소,승용,8.0
2019-03-01,송파구,엘피지,승용,15377.0
2019-03-01,송파구,전기,승용,367.0
2019-03-01,송파구,하이브리드,승용,6488.0
2019-03-01,송파구,휘발유,승용,127972.0
2019-03-01,양천구,CNG,승용,21.0
2019-03-01,양천구,경유,승용,35087.0
2019-03-01,양천구,기타연료,승용,2.0
2019-03-01,양천구,수소,승용,3.0
2019-03-01,양천구,엘피지,승용,12663.0
2019-03-01,양천구,전기,승용,212.0
2019-03-01,양천구,하이브리드,승용,3321.0
2019-03-01,양천구,휘발유,승용,77672.0
2019-03-01,영등포구,CNG,승용,11.0
2019-03-01,영등포구,경유,승용,34329.0
2019-03-01,영등포구,기타연료,승용,4.0
2019-03-01,영등포구,수소,승용,6.0
2019-03-01,영등포구,엘피지,승용,8670.0
2019-03-01,영등포구,전기,승용,707.0
2019-03-01,영등포구,하이브리드,승용,3632.0
2019-03-01,영등포구,휘발유,승용,69652.0
2019-03-01,용산구,CNG,승용,2.0
2019-03-01,용산구,경유,승용,18549.0
2019-03-01,용산구,기타연료,승용,199.0
2019-03-01,용산구,수소,승용,2.0
2019-03-01,용산구,엘피지,승용,3282.0
2019-03-01,용산구,전기,승용,209.0
2019-03-01,용산구,하이브리드,승용,1944.0
2019-03-01,용산구,휘발유,승용,43380.0
2019-03-01,은평구,CNG,승용,19.0
2019-03-01,은평구,경유,승용,30902.0
2019-03-01,은평구,기타연료,승용,2.0
2019-03-01,은평구,수소,승용,6.0
2019-03-01,은평구,엘피지,승용,11778.0
2019-03-01,은평구,전기,승용,154.0
2019-03-01,은평구,하이브리드,승용,2625.0
2019-03-01,은평구,휘발유,승용,65977.0
2019-03-01,종로구,CNG,승용,5.0
2019-03-01,종로구,경유,승용,11036.0
2019-03-01,종로구,기타연료,승용,2.0
2019-03-01,종로구,수소,승용,11.0
2019-03-01,종로구,엘피지,승용,1920.0
2019-03-01,종로구,전기,승용,135.0
2019-03-01,종로구,하이브리드,승용,1346.0
2019-03-01,종로구,휘발유,승용,26537.0
2019-03-01,중구,CNG,승용,8.0
2019-03-01,중구,경유,승용,12538.0
2019-03-01,중구,기타연료,승용,4.0
2019-03-01,중구,수소,승용,3.0
2019-03-01,중구,엘피지,승용,2303.0
2019-03-01,중구,전기,승용,222.0
2019-03-01,중구,하이브리드,승용,1329.0
2019-03-01,중구,휘발유,승용,24589.0
2019-03-01,중랑구,CNG,승용,21.0
2019-03-01,중랑구,경유,승용,27297.0
2019-03-01,중랑구,기타연료,승용,2.0
2019-03-01,중랑구,수소,승용,2.0
2019-03-01,중랑구,엘피지,승용,12546.0
2019-03-01,중랑구,전기,승용,137.0
2019-03-01,중랑구,하이브리드,승용,1718.0
2019-03-01,중랑구,휘발유,승용,51459.0
2019-04-01,강남구,CNG,승용,47.0
2019-04-01,강남구,경유,승용,52966.0
2019-04-01,강남구,기타연료,승용,14.0
2019-04-01,강남구,수소,승용,27.0
2019-04-01,강남구,엘피지,승용,10376.0
2019-04-01,강남구,전기,승용,4340.0
2019-04-01,강남구,하이브리드,승용,10429.0
2019-04-01,강남구,휘발유,승용,133177.0
2019-04-01,강동구,CNG,승용,40.0
2019-04-01,강동구,경유,승용,31400.0
2019-04-01,강동구,기타연료,승용,5.0
2019-04-01,강동구,수소,승용,3.0
2019-04-01,강동구,엘피지,승용,12900.0
